JobTitle,JobCategory,Salary,Location,SkillsRequired,JobSummary
Mechanical Engineer,Engineering and Science,£26000,Cambridge,"['Engineering Design', 'Lab Techniques', 'Mechanical Design']","Design machinery and equipment, and troubleshoot engineering issues."
Teacher,Administrative,£28000,Manchester,"['Payroll Management', 'Communication', 'Talent Acquisition']","Plan and deliver educational lessons to students. You will develop lesson plans, assess student performance, and provide effective feedback."
Technical Support Engineer,Technology and Data,£34000,Birmingham,"['Docker', 'Python Programming', 'Cloud Computing']","You should be able to diagnose and resolve technical issues, providing support to clients and customers."
Civil Engineer,Engineering and Science,£21000,Cambridge,"['Problem Solving', 'Project Management Software', 'Statistical Analysis']","Design and oversee construction projects such as roads and bridges, ensuring compliance with safety regulations and environmental standards."
Investment Banking Analyst,Finance and Business,£21000,Bristol,"['Project Management', 'Financial Forecasting', 'Quantitative Analysis']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Business Analyst,Finance and Business,£30000,Cambridge,"['Financial Analysis', 'Project Management', 'Quantitative Analysis']",Identify business needs and develop solutions to enhance processes and operations.
Recruitment Consultant,Administrative,£20000,London,"['Client Management', 'Leadership', 'Recruitment']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
IT Support Specialist,Technology and Data,£21000,Newcastle,"['APIs', 'JavaScript', 'Data Visualisation']",You will have to provide technical support and troubleshooting for hardware and software issues.
Product Designer,Marketing and Creative,£25000,Liverpool,"['Analytics', 'Content Management Systems', 'Digital Marketing']","Design and develop new products, from concept to production. You will work on product specifications and testing."
Public Relations Officer,Marketing and Creative,£34000,Liverpool,"['Market Research', 'Social Media Marketing', 'Graphic Design']",Manage public relations activities to promote and protect the organisation's image with varying strategies.
Pharmaceutical Sales Representative,Engineering and Science,£29000,Cambridge,"['Product Development', 'Regulatory Compliance', 'Statistical Analysis']",Promote and sell pharmaceutical products to healthcare professionals by providing product information and building relationships with clients.
Customer Service Manager,Administrative,£23000,Nottingham,"['Office Management', 'Leadership', 'Talent Acquisition']",Oversee customer service operations to ensure high customer satisfaction. Manage customer service teams and resolve escalated issues.
Recruitment Consultant,Administrative,£30000,Birmingham,"['Leadership', 'Client Management', 'Communication']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Customer Service Manager,Administrative,£30000,London,"['Talent Acquisition', 'Onboarding', 'HR Information Systems']",Oversee customer service operations to ensure high customer satisfaction. Manage customer service teams and resolve escalated issues.
Risk Analyst,Finance and Business,£29000,Sheffield,"['Financial Reporting', 'Market Research', 'Budgeting']",You must be able to identify and assess potential risks to the organisation.
Legal Assistant,Administrative,£26000,Liverpool,"['Payroll Management', 'Conflict Resolution', 'Office Management']",Provide administrative support to legal teams and assist with legal research and document preparation
Quantity Surveyor,Engineering and Science,£22000,Cambridge,"['Technical Writing', 'Problem Solving', 'Research Methodology']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Management Consultant,Administrative,£22000,Sheffield,"['Payroll Management', 'Leadership', 'Performance Appraisal Systems']",Analyse organisational practices and develop strategies to improve efficiency and effectiveness; then be able to provide recommendations for business improvements.
Content Writer,Marketing and Creative,£28000,Manchester,"['SEO Optimisation', 'Graphic Design', 'Social Media Marketing']","Create engaging written content for various platforms, including blogs, websites, and various social media platforms."
IT Support Specialist,Technology and Data,£21000,London,"['Cloud Computing', 'Problem Solving', 'JavaScript']",You will have to provide technical support and troubleshooting for hardware and software issues.
Health and Safety Advisor,Engineering and Science,£23000,Cambridge,"['Project Management Software', 'Lab Techniques', 'Research Methodology']",Develop and implement health and safety policies; conducting risk assessments and ensuring compliance with safety regulations.
Research Scientist,Engineering and Science,£32000,Newcastle,"['Lab Techniques', 'Data Analysis', 'Simulation Software']",Conduct experiments and analyse data to advance scientific knowledge. You must be specialised in areas such as biology or physics.
Digital Marketing Specialist,Marketing and Creative,£20000,London,"['Digital Marketing', 'Market Research', 'Content Creation']","Implement digital marketing strategies, including SEO, PPC, and social media."
Investment Banking Analyst,Finance and Business,£33000,Newcastle,"['Financial Forecasting', 'Financial Analysis', 'Analytical Skills']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Mechanical Engineer,Engineering and Science,£30000,Liverpool,"['Research Methodology', 'Simulation Software', 'CAD Software']","Design machinery and equipment, and troubleshoot engineering issues."
Human Resources Assistant,Administrative,£24000,Leeds,"['HR Information Systems', 'Office Management', 'Onboarding']","Support HR functions including recruitment, employee relations, and record-keeping."
Pharmaceutical Sales Representative,Engineering and Science,£35000,Birmingham,"['Lab Techniques', 'Prototyping', 'Problem Solving']",Promote and sell pharmaceutical products to healthcare professionals by providing product information and building relationships with clients.
Financial Analyst,Finance and Business,£31000,Manchester,"['Excel', 'Financial Modeling', 'Budgeting']","Analyse financial data and create reports to support business decisions, and then develop financial models and forecasts to assess performance."
Quantity Surveyor,Engineering and Science,£29000,Cambridge,"['Regulatory Compliance', 'Finite Element Analysis', 'Research Methodology']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Civil Engineer,Engineering and Science,£34000,Birmingham,"['Technical Writing', 'Statistical Analysis', 'Project Management Software']","Design and oversee construction projects such as roads and bridges, ensuring compliance with safety regulations and environmental standards."
Human Resources Assistant,Administrative,£34000,Manchester,"['Payroll Management', 'Conflict Resolution', 'Communication']","Support HR functions including recruitment, employee relations, and record-keeping."
Health and Safety Advisor,Engineering and Science,£23000,Sheffield,"['Mechanical Design', 'Technical Writing', 'CAD Software']",Develop and implement health and safety policies; conducting risk assessments and ensuring compliance with safety regulations.
Electrical Engineer,Engineering and Science,£22000,Newcastle,"['Simulation Software', 'Technical Writing', 'Mechanical Design']",Design and implement electrical systems and components for working on projects involving power generation and electronics.
Pharmaceutical Sales Representative,Engineering and Science,£22000,Birmingham,"['Technical Writing', 'Mechanical Design', 'Problem Solving']",Promote and sell pharmaceutical products to healthcare professionals by providing product information and building relationships with clients.
Electrical Engineer,Engineering and Science,£26000,Leeds,"['Regulatory Compliance', 'Simulation Software', 'Project Management Software']",Design and implement electrical systems and components for working on projects involving power generation and electronics.
Recruitment Consultant,Administrative,£22000,Bristol,"['Performance Appraisal Systems', 'HR Information Systems', 'Compliance Management']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Systems Analyst,Technology and Data,£34000,Manchester,"['Problem Solving', 'Python Programming', 'ETL']",Evaluate and improve computer systems to enhance efficiency.
Graphic Designer,Marketing and Creative,£28000,Liverpool,"['User Research', 'Email Marketing', 'SEO Optimisation']",Design visual assets for print and digital media. You must be proficient in design software such as Adobe Photoshop and Illustrator.
Mechanical Engineer,Engineering and Science,£34000,Birmingham,"['CAD Software', 'Finite Element Analysis', 'Statistical Analysis']","Design machinery and equipment, and troubleshoot engineering issues."
Engineering Graduate,Engineering and Science,£31000,Liverpool,"['Research Methodology', 'Technical Writing', 'Prototyping']",Assist in engineering projects and gain hands-on experience by supporting senior engineers in design and testing.
Investment Banking Analyst,Finance and Business,£22000,Nottingham,"['Risk Assessment', 'Project Management', 'Market Research']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Legal Assistant,Administrative,£31000,Manchester,"['Client Management', 'Conflict Resolution', 'Compliance Management']",Provide administrative support to legal teams and assist with legal research and document preparation
Systems Analyst,Technology and Data,£25000,Sheffield,"['Data Warehousing', 'Machine Learning', 'Django']",Evaluate and improve computer systems to enhance efficiency.
Civil Engineer,Engineering and Science,£20000,Newcastle,"['Research Methodology', 'CAD Software', 'Statistical Analysis']","Design and oversee construction projects such as roads and bridges, ensuring compliance with safety regulations and environmental standards."
Graphic Designer,Marketing and Creative,£32000,Newcastle,"['Market Research', 'Digital Marketing', 'Social Media Marketing']",Design visual assets for print and digital media. You must be proficient in design software such as Adobe Photoshop and Illustrator.
Corporate Finance Analyst,Finance and Business,£32000,Cambridge,"['Reporting', 'Quantitative Analysis', 'Market Research']","Support corporate finance activities including budgeting, forecasting, and financial planning."
Insurance Underwriter,Administrative,£24000,Nottingham,"['Onboarding', 'Employee Relations', 'Office Management']",Evaluate insurance applications and determine coverage terms. Assess risk factors and decide on policy approval and pricing.
Graphic Designer,Marketing and Creative,£34000,Newcastle,"['Adobe Creative Suite', 'Market Research', 'Graphic Design']",Design visual assets for print and digital media. You must be proficient in design software such as Adobe Photoshop and Illustrator.
Audit Associate,Finance and Business,£31000,Bristol,"['Financial Modeling', 'Analytical Skills', 'Bookkeeping']",Perform internal audits to ensure compliance with regulations and standards. You will also be able to review financial records and assess internal controls.
Electrical Engineer,Engineering and Science,£34000,Manchester,"['Regulatory Compliance', 'Project Management Software', 'Technical Writing']",Design and implement electrical systems and components for working on projects involving power generation and electronics.
Technical Support Engineer,Technology and Data,£22000,Bristol,"['Data Visualisation', 'JavaScript', 'SQL']","You should be able to diagnose and resolve technical issues, providing support to clients and customers."
Marketing Executive,Marketing and Creative,£21000,Sheffield,"['Analytics', 'Campaign Management', 'PPC Advertising']","Plan and execute marketing campaigns to promote products and services, through analysing market trends and tracking campaign performance."
Mechanical Engineer,Engineering and Science,£24000,Leeds,"['Regulatory Compliance', 'Technical Writing', 'Finite Element Analysis']","Design machinery and equipment, and troubleshoot engineering issues."
Corporate Finance Analyst,Finance and Business,£24000,Nottingham,"['Financial Reporting', 'Financial Modeling', 'Regulatory Compliance']","Support corporate finance activities including budgeting, forecasting, and financial planning."
Social Media Manager,Marketing and Creative,£32000,Sheffield,"['Brand Strategy', 'Content Creation', 'User Research']","Manage social media accounts and create content to engage with followers, and also analyse social media metrics and develop strategies for growth."
Nurse,Administrative,£22000,Liverpool,"['Training and Development', 'Employee Relations', 'Client Management']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Software Developer,Technology and Data,£29000,Birmingham,"['Django', 'Machine Learning', 'Big Data Technologies']","Develop and maintain software applications and systems, and write clean code in languages such as Python and JavaScript."
Research Scientist,Engineering and Science,£34000,Bristol,"['Lab Techniques', 'Mechanical Design', 'Statistical Analysis']",Conduct experiments and analyse data to advance scientific knowledge. You must be specialised in areas such as biology or physics.
Investment Banking Analyst,Finance and Business,£26000,Sheffield,"['Financial Analysis', 'Bookkeeping', 'Business Strategy']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Legal Assistant,Administrative,£34000,Liverpool,"['Onboarding', 'Performance Appraisal Systems', 'Training and Development']",Provide administrative support to legal teams and assist with legal research and document preparation
Business Development Executive,Finance and Business,£31000,London,"['Financial Reporting', 'Market Research', 'Regulatory Compliance']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Research Scientist,Engineering and Science,£22000,Leeds,"['Statistical Analysis', 'Finite Element Analysis', 'CAD Software']",Conduct experiments and analyse data to advance scientific knowledge. You must be specialised in areas such as biology or physics.
Digital Marketing Specialist,Marketing and Creative,£32000,Sheffield,"['Analytics', 'User Research', 'Brand Strategy']","Implement digital marketing strategies, including SEO, PPC, and social media."
Insurance Underwriter,Administrative,£30000,Bristol,"['Organisational Skills', 'Office Management', 'HR Information Systems']",Evaluate insurance applications and determine coverage terms. Assess risk factors and decide on policy approval and pricing.
Corporate Finance Analyst,Finance and Business,£31000,London,"['Financial Reporting', 'Business Strategy', 'Budgeting']","Support corporate finance activities including budgeting, forecasting, and financial planning."
Operations Manager,Finance and Business,£28000,Newcastle,"['Market Research', 'Financial Forecasting', 'Reporting']","Oversee daily operations of the organisation, ensuring efficiency and effectiveness to streamline processes."
Risk Analyst,Finance and Business,£25000,Sheffield,"['Budgeting', 'Analytical Skills', 'Regulatory Compliance']",You must be able to identify and assess potential risks to the organisation.
Content Writer,Marketing and Creative,£34000,Cambridge,"['Market Research', 'Email Marketing', 'Analytics']","Create engaging written content for various platforms, including blogs, websites, and various social media platforms."
Technical Support Engineer,Technology and Data,£24000,Nottingham,"['Machine Learning', 'ETL', 'Django']","You should be able to diagnose and resolve technical issues, providing support to clients and customers."
Biomedical Scientist,Engineering and Science,£33000,Liverpool,"['Finite Element Analysis', 'Technical Writing', 'Project Management Software']",Conduct research and analyse biological samples to support medical and clinical studies.
Software Developer,Technology and Data,£22000,Bristol,"['Problem Solving', 'JavaScript', 'Data Visualisation']","Develop and maintain software applications and systems, and write clean code in languages such as Python and JavaScript."
Customer Service Manager,Administrative,£35000,Manchester,"['Leadership', 'Recruitment', 'Compliance Management']",Oversee customer service operations to ensure high customer satisfaction. Manage customer service teams and resolve escalated issues.
Insurance Underwriter,Administrative,£22000,Newcastle,"['Training and Development', 'Talent Acquisition', 'Performance Appraisal Systems']",Evaluate insurance applications and determine coverage terms. Assess risk factors and decide on policy approval and pricing.
Risk Analyst,Finance and Business,£33000,London,"['Market Research', 'Business Strategy', 'Risk Assessment']",You must be able to identify and assess potential risks to the organisation.
Risk Analyst,Finance and Business,£25000,Manchester,"['Budgeting', 'Business Strategy', 'Bookkeeping']",You must be able to identify and assess potential risks to the organisation.
IT Support Specialist,Technology and Data,£25000,Cambridge,"['Django', 'Version Control', 'Big Data Technologies']",You will have to provide technical support and troubleshooting for hardware and software issues.
Technical Support Engineer,Technology and Data,£25000,Cambridge,"['Problem Solving', 'Data Warehousing', 'Data Analysis']","You should be able to diagnose and resolve technical issues, providing support to clients and customers."
Event Coordinator,Marketing and Creative,£27000,Cambridge,"['Content Creation', 'Brand Strategy', 'Google Analytics']","Plan and execute events, ensuring all aspects run smoothly, managing event logistics and budgets."
Management Consultant,Administrative,£29000,Bristol,"['Organisational Skills', 'Payroll Management', 'HR Information Systems']",Analyse organisational practices and develop strategies to improve efficiency and effectiveness; then be able to provide recommendations for business improvements.
Research Scientist,Engineering and Science,£34000,Sheffield,"['Product Development', 'Regulatory Compliance', 'Data Analysis']",Conduct experiments and analyse data to advance scientific knowledge. You must be specialised in areas such as biology or physics.
Business Development Executive,Finance and Business,£34000,Cambridge,"['Reporting', 'Risk Assessment', 'Financial Forecasting']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Event Coordinator,Marketing and Creative,£25000,Cambridge,"['Google Analytics', 'Social Media Marketing', 'SEO Optimisation']","Plan and execute events, ensuring all aspects run smoothly, managing event logistics and budgets."
Mechanical Engineer,Engineering and Science,£27000,Bristol,"['Technical Writing', 'Engineering Design', 'CAD Software']","Design machinery and equipment, and troubleshoot engineering issues."
Digital Marketing Specialist,Marketing and Creative,£22000,Leeds,"['Google Analytics', 'User Research', 'Content Creation']","Implement digital marketing strategies, including SEO, PPC, and social media."
Human Resources Assistant,Administrative,£23000,Liverpool,"['Employee Relations', 'Onboarding', 'Performance Appraisal Systems']","Support HR functions including recruitment, employee relations, and record-keeping."
Human Resources Assistant,Administrative,£28000,Sheffield,"['Communication', 'Organisational Skills', 'Compliance Management']","Support HR functions including recruitment, employee relations, and record-keeping."
Product Designer,Marketing and Creative,£27000,Manchester,"['SEO Optimisation', 'Digital Marketing', 'PPC Advertising']","Design and develop new products, from concept to production. You will work on product specifications and testing."
Web Developer,Technology and Data,£35000,Newcastle,"['Data Visualisation', 'Version Control', 'Data Analysis']","Build and maintain websites and web applications. You will have to be proficient in HTML, CSS and JavaScript."
Research Scientist,Engineering and Science,£30000,Newcastle,"['Technical Writing', 'Regulatory Compliance', 'Problem Solving']",Conduct experiments and analyse data to advance scientific knowledge. You must be specialised in areas such as biology or physics.
Financial Analyst,Finance and Business,£23000,Nottingham,"['Market Research', 'Financial Reporting', 'Regulatory Compliance']","Analyse financial data and create reports to support business decisions, and then develop financial models and forecasts to assess performance."
Insurance Underwriter,Administrative,£22000,Nottingham,"['Talent Acquisition', 'Recruitment', 'Employee Relations']",Evaluate insurance applications and determine coverage terms. Assess risk factors and decide on policy approval and pricing.
Supply Chain Analyst,Finance and Business,£23000,Birmingham,"['Quantitative Analysis', 'Bookkeeping', 'Financial Forecasting']",You will be asked to analyse and optimise supply chain processes to improve efficiency and reduce costs.
Recruitment Consultant,Administrative,£23000,Newcastle,"['Onboarding', 'Organisational Skills', 'Payroll Management']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Recruitment Consultant,Administrative,£28000,Newcastle,"['Organisational Skills', 'Training and Development', 'Client Management']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Digital Marketing Specialist,Marketing and Creative,£30000,Sheffield,"['Graphic Design', 'SEO Optimisation', 'User Research']","Implement digital marketing strategies, including SEO, PPC, and social media."
Quantity Surveyor,Engineering and Science,£29000,Nottingham,"['Statistical Analysis', 'Project Management Software', 'Data Analysis']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Legal Assistant,Administrative,£28000,Leeds,"['Talent Acquisition', 'Client Management', 'HR Information Systems']",Provide administrative support to legal teams and assist with legal research and document preparation
Business Development Executive,Finance and Business,£34000,Birmingham,"['Financial Modeling', 'Quantitative Analysis', 'Risk Assessment']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Civil Engineer,Engineering and Science,£24000,Birmingham,"['Technical Writing', 'Data Analysis', 'CAD Software']","Design and oversee construction projects such as roads and bridges, ensuring compliance with safety regulations and environmental standards."
Audit Associate,Finance and Business,£26000,Newcastle,"['Budgeting', 'Bookkeeping', 'Financial Analysis']",Perform internal audits to ensure compliance with regulations and standards. You will also be able to review financial records and assess internal controls.
Logistics Coordinator,Administrative,£33000,Birmingham,"['Employee Relations', 'Talent Acquisition', 'Organisational Skills']",Manage logistics and supply chain operations through coordinating shipments and tracking inventory.
Biomedical Scientist,Engineering and Science,£32000,Birmingham,"['Lab Techniques', 'Project Management Software', 'Research Methodology']",Conduct research and analyse biological samples to support medical and clinical studies.
Web Developer,Technology and Data,£32000,Birmingham,"['Cloud Computing', 'Big Data Technologies', 'Django']","Build and maintain websites and web applications. You will have to be proficient in HTML, CSS and JavaScript."
Technical Support Engineer,Technology and Data,£21000,Manchester,"['Data Analysis', 'Python Programming', 'ETL']","You should be able to diagnose and resolve technical issues, providing support to clients and customers."
Legal Assistant,Administrative,£32000,Leeds,"['Communication', 'Performance Appraisal Systems', 'Employee Relations']",Provide administrative support to legal teams and assist with legal research and document preparation
Business Analyst,Finance and Business,£26000,Cambridge,"['Regulatory Compliance', 'Business Strategy', 'Excel']",Identify business needs and develop solutions to enhance processes and operations.
IT Support Specialist,Technology and Data,£23000,Liverpool,"['JavaScript', 'Cloud Computing', 'Version Control']",You will have to provide technical support and troubleshooting for hardware and software issues.
Biomedical Scientist,Engineering and Science,£30000,London,"['Problem Solving', 'Regulatory Compliance', 'Research Methodology']",Conduct research and analyse biological samples to support medical and clinical studies.
Electrical Engineer,Engineering and Science,£24000,Birmingham,"['CAD Software', 'Lab Techniques', 'Mechanical Design']",Design and implement electrical systems and components for working on projects involving power generation and electronics.
Mechanical Engineer,Engineering and Science,£35000,London,"['Statistical Analysis', 'Lab Techniques', 'Product Development']","Design machinery and equipment, and troubleshoot engineering issues."
Web Developer,Technology and Data,£29000,Cambridge,"['Machine Learning', 'ETL', 'Version Control']","Build and maintain websites and web applications. You will have to be proficient in HTML, CSS and JavaScript."
Event Coordinator,Marketing and Creative,£32000,Nottingham,"['PPC Advertising', 'User Research', 'Email Marketing']","Plan and execute events, ensuring all aspects run smoothly, managing event logistics and budgets."
Digital Marketing Specialist,Marketing and Creative,£27000,Manchester,"['PPC Advertising', 'Brand Strategy', 'Content Management Systems']","Implement digital marketing strategies, including SEO, PPC, and social media."
Business Development Executive,Finance and Business,£31000,London,"['Excel', 'Risk Assessment', 'Market Research']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Web Developer,Technology and Data,£33000,Manchester,"['Django', 'ETL', 'Data Warehousing']","Build and maintain websites and web applications. You will have to be proficient in HTML, CSS and JavaScript."
Business Development Executive,Finance and Business,£21000,London,"['Budgeting', 'Risk Assessment', 'Financial Analysis']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Audit Associate,Finance and Business,£21000,London,"['Excel', 'Business Strategy', 'Regulatory Compliance']",Perform internal audits to ensure compliance with regulations and standards. You will also be able to review financial records and assess internal controls.
Biomedical Scientist,Engineering and Science,£26000,Sheffield,"['Problem Solving', 'Regulatory Compliance', 'Engineering Design']",Conduct research and analyse biological samples to support medical and clinical studies.
Research Scientist,Engineering and Science,£25000,Bristol,"['Lab Techniques', 'Research Methodology', 'Technical Writing']",Conduct experiments and analyse data to advance scientific knowledge. You must be specialised in areas such as biology or physics.
Quantity Surveyor,Engineering and Science,£24000,London,"['Statistical Analysis', 'Mechanical Design', 'Engineering Design']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Web Developer,Technology and Data,£26000,Manchester,"['Cloud Computing', 'JavaScript', 'Version Control']","Build and maintain websites and web applications. You will have to be proficient in HTML, CSS and JavaScript."
Data Analyst,Technology and Data,£24000,Manchester,"['ETL', 'SQL', 'Data Warehousing']","Analyse and interpret complex data sets to help organisations make informed decisions, utilising tools like SQL and other data sorting software."
Insurance Underwriter,Administrative,£27000,Cambridge,"['HR Information Systems', 'Conflict Resolution', 'Client Management']",Evaluate insurance applications and determine coverage terms. Assess risk factors and decide on policy approval and pricing.
Management Consultant,Administrative,£33000,Manchester,"['Talent Acquisition', 'Leadership', 'Organisational Skills']",Analyse organisational practices and develop strategies to improve efficiency and effectiveness; then be able to provide recommendations for business improvements.
Risk Analyst,Finance and Business,£26000,London,"['Project Management', 'Analytical Skills', 'Risk Assessment']",You must be able to identify and assess potential risks to the organisation.
Human Resources Assistant,Administrative,£25000,Sheffield,"['Recruitment', 'Organisational Skills', 'Talent Acquisition']","Support HR functions including recruitment, employee relations, and record-keeping."
Systems Analyst,Technology and Data,£25000,Sheffield,"['APIs', 'Machine Learning', 'Version Control']",Evaluate and improve computer systems to enhance efficiency.
Business Development Executive,Finance and Business,£27000,Cambridge,"['Financial Reporting', 'Business Strategy', 'Excel']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Pharmaceutical Sales Representative,Engineering and Science,£20000,Leeds,"['Project Management Software', 'Lab Techniques', 'CAD Software']",Promote and sell pharmaceutical products to healthcare professionals by providing product information and building relationships with clients.
Logistics Coordinator,Administrative,£35000,Bristol,"['Talent Acquisition', 'Conflict Resolution', 'Payroll Management']",Manage logistics and supply chain operations through coordinating shipments and tracking inventory.
Software Developer,Technology and Data,£34000,Sheffield,"['JavaScript', 'SQL', 'Data Warehousing']","Develop and maintain software applications and systems, and write clean code in languages such as Python and JavaScript."
Human Resources Assistant,Administrative,£35000,Liverpool,"['Employee Relations', 'Recruitment', 'HR Information Systems']","Support HR functions including recruitment, employee relations, and record-keeping."
Operations Manager,Finance and Business,£32000,Sheffield,"['Project Management', 'Bookkeeping', 'Quantitative Analysis']","Oversee daily operations of the organisation, ensuring efficiency and effectiveness to streamline processes."
Content Writer,Marketing and Creative,£30000,Cambridge,"['Adobe Creative Suite', 'Brand Strategy', 'Email Marketing']","Create engaging written content for various platforms, including blogs, websites, and various social media platforms."
Product Designer,Marketing and Creative,£31000,Nottingham,"['Content Creation', 'Analytics', 'Graphic Design']","Design and develop new products, from concept to production. You will work on product specifications and testing."
Corporate Finance Analyst,Finance and Business,£32000,Manchester,"['Market Research', 'Reporting', 'Risk Assessment']","Support corporate finance activities including budgeting, forecasting, and financial planning."
Engineering Graduate,Engineering and Science,£25000,Newcastle,"['Project Management Software', 'Simulation Software', 'Mechanical Design']",Assist in engineering projects and gain hands-on experience by supporting senior engineers in design and testing.
Research Scientist,Engineering and Science,£24000,Sheffield,"['CAD Software', 'Simulation Software', 'Data Analysis']",Conduct experiments and analyse data to advance scientific knowledge. You must be specialised in areas such as biology or physics.
Operations Manager,Finance and Business,£22000,Nottingham,"['Excel', 'Project Management', 'Bookkeeping']","Oversee daily operations of the organisation, ensuring efficiency and effectiveness to streamline processes."
Business Analyst,Finance and Business,£21000,Manchester,"['Financial Analysis', 'Excel', 'Project Management']",Identify business needs and develop solutions to enhance processes and operations.
Pharmaceutical Sales Representative,Engineering and Science,£30000,Sheffield,"['Statistical Analysis', 'Mechanical Design', 'Research Methodology']",Promote and sell pharmaceutical products to healthcare professionals by providing product information and building relationships with clients.
Engineering Graduate,Engineering and Science,£28000,London,"['Statistical Analysis', 'Data Analysis', 'Problem Solving']",Assist in engineering projects and gain hands-on experience by supporting senior engineers in design and testing.
Event Coordinator,Marketing and Creative,£21000,Birmingham,"['Adobe Creative Suite', 'Analytics', 'Content Creation']","Plan and execute events, ensuring all aspects run smoothly, managing event logistics and budgets."
Corporate Finance Analyst,Finance and Business,£34000,Leeds,"['Bookkeeping', 'Business Strategy', 'Reporting']","Support corporate finance activities including budgeting, forecasting, and financial planning."
Quantity Surveyor,Engineering and Science,£27000,Birmingham,"['Project Management Software', 'Mechanical Design', 'Regulatory Compliance']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Systems Analyst,Technology and Data,£24000,Liverpool,"['Data Analysis', 'Data Warehousing', 'Django']",Evaluate and improve computer systems to enhance efficiency.
Pharmaceutical Sales Representative,Engineering and Science,£34000,Manchester,"['CAD Software', 'Data Analysis', 'Regulatory Compliance']",Promote and sell pharmaceutical products to healthcare professionals by providing product information and building relationships with clients.
Web Developer,Technology and Data,£29000,London,"['Machine Learning', 'Cloud Computing', 'Data Warehousing']","Build and maintain websites and web applications. You will have to be proficient in HTML, CSS and JavaScript."
Human Resources Assistant,Administrative,£27000,Newcastle,"['Recruitment', 'Conflict Resolution', 'Performance Appraisal Systems']","Support HR functions including recruitment, employee relations, and record-keeping."
Business Development Executive,Finance and Business,£31000,Cambridge,"['Financial Modeling', 'Bookkeeping', 'Financial Reporting']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Nurse,Administrative,£33000,Birmingham,"['Organisational Skills', 'Employee Relations', 'HR Information Systems']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Biomedical Scientist,Engineering and Science,£28000,Liverpool,"['CAD Software', 'Finite Element Analysis', 'Project Management Software']",Conduct research and analyse biological samples to support medical and clinical studies.
Research Scientist,Engineering and Science,£21000,Cambridge,"['Prototyping', 'Engineering Design', 'Simulation Software']",Conduct experiments and analyse data to advance scientific knowledge. You must be specialised in areas such as biology or physics.
Corporate Finance Analyst,Finance and Business,£35000,Cambridge,"['Excel', 'Quantitative Analysis', 'Financial Reporting']","Support corporate finance activities including budgeting, forecasting, and financial planning."
Data Scientist,Technology and Data,£22000,Nottingham,"['Machine Learning', 'Data Warehousing', 'Docker']",Apply statistical analysis and machine learning techniques to interpret data and provide actionable insights. Experience with tools such as Python and R is preferred.
Corporate Finance Analyst,Finance and Business,£25000,Newcastle,"['Excel', 'Analytical Skills', 'Budgeting']","Support corporate finance activities including budgeting, forecasting, and financial planning."
Systems Analyst,Technology and Data,£27000,Liverpool,"['Data Analysis', 'Version Control', 'APIs']",Evaluate and improve computer systems to enhance efficiency.
Event Coordinator,Marketing and Creative,£31000,Liverpool,"['Campaign Management', 'User Research', 'Google Analytics']","Plan and execute events, ensuring all aspects run smoothly, managing event logistics and budgets."
IT Support Specialist,Technology and Data,£35000,Leeds,"['Cloud Computing', 'Python Programming', 'APIs']",You will have to provide technical support and troubleshooting for hardware and software issues.
Business Development Executive,Finance and Business,£23000,Manchester,"['Financial Modeling', 'Financial Reporting', 'Market Research']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Legal Assistant,Administrative,£30000,Liverpool,"['Payroll Management', 'Employee Relations', 'HR Information Systems']",Provide administrative support to legal teams and assist with legal research and document preparation
