JobTitle,JobCategory,Salary,Location,SkillsRequired,JobSummary
Logistics Coordinator,Administrative,£29000,Birmingham,"['Organisational Skills', 'Communication', 'Leadership']",Manage logistics and supply chain operations through coordinating shipments and tracking inventory.
Electrical Engineer,Engineering and Science,£27000,Sheffield,"['Simulation Software', 'Regulatory Compliance', 'Engineering Design']",Design and implement electrical systems and components for working on projects involving power generation and electronics.
Web Developer,Technology and Data,£21000,Nottingham,"['Data Warehousing', 'JavaScript', 'Machine Learning']","Build and maintain websites and web applications. You will have to be proficient in HTML, CSS and JavaScript."
Graphic Designer,Marketing and Creative,£22000,Manchester,"['User Research', 'Campaign Management', 'Email Marketing']",Design visual assets for print and digital media. You must be proficient in design software such as Adobe Photoshop and Illustrator.
Data Analyst,Technology and Data,£35000,Newcastle,"['JavaScript', 'Data Analysis', 'Machine Learning']","Analyse and interpret complex data sets to help organisations make informed decisions, utilising tools like SQL and other data sorting software."
Civil Engineer,Engineering and Science,£20000,Bristol,"['Engineering Design', 'Technical Writing', 'Simulation Software']","Design and oversee construction projects such as roads and bridges, ensuring compliance with safety regulations and environmental standards."
Civil Engineer,Engineering and Science,£28000,Cambridge,"['Lab Techniques', 'Engineering Design', 'Research Methodology']","Design and oversee construction projects such as roads and bridges, ensuring compliance with safety regulations and environmental standards."
Business Development Executive,Finance and Business,£32000,Liverpool,"['Risk Assessment', 'Quantitative Analysis', 'Regulatory Compliance']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Social Media Manager,Marketing and Creative,£31000,London,"['Digital Marketing', 'SEO Optimisation', 'PPC Advertising']","Manage social media accounts and create content to engage with followers, and also analyse social media metrics and develop strategies for growth."
Insurance Underwriter,Administrative,£20000,Leeds,"['HR Information Systems', 'Talent Acquisition', 'Organisational Skills']",Evaluate insurance applications and determine coverage terms. Assess risk factors and decide on policy approval and pricing.
Biomedical Scientist,Engineering and Science,£28000,Newcastle,"['Data Analysis', 'Regulatory Compliance', 'Finite Element Analysis']",Conduct research and analyse biological samples to support medical and clinical studies.
Product Designer,Marketing and Creative,£27000,Nottingham,"['Campaign Management', 'Google Analytics', 'Analytics']","Design and develop new products, from concept to production. You will work on product specifications and testing."
Content Writer,Marketing and Creative,£25000,Birmingham,"['Graphic Design', 'Google Analytics', 'Email Marketing']","Create engaging written content for various platforms, including blogs, websites, and various social media platforms."
Graphic Designer,Marketing and Creative,£33000,London,"['Digital Marketing', 'Adobe Creative Suite', 'Content Creation']",Design visual assets for print and digital media. You must be proficient in design software such as Adobe Photoshop and Illustrator.
Biomedical Scientist,Engineering and Science,£24000,Cambridge,"['Mechanical Design', 'Problem Solving', 'Product Development']",Conduct research and analyse biological samples to support medical and clinical studies.
Technical Support Engineer,Technology and Data,£22000,Liverpool,"['Python Programming', 'Big Data Technologies', 'Problem Solving']","You should be able to diagnose and resolve technical issues, providing support to clients and customers."
UI Designer,Technology and Data,£29000,Nottingham,"['Version Control', 'Data Analysis', 'Cloud Computing']","Create user-friendly interfaces and enhance user experience for websites and applications, expertise in design tools like Sketch and Adobe XD is necessaary."
Civil Engineer,Engineering and Science,£27000,Sheffield,"['Product Development', 'Finite Element Analysis', 'Technical Writing']","Design and oversee construction projects such as roads and bridges, ensuring compliance with safety regulations and environmental standards."
Civil Engineer,Engineering and Science,£29000,Nottingham,"['Finite Element Analysis', 'Lab Techniques', 'Simulation Software']","Design and oversee construction projects such as roads and bridges, ensuring compliance with safety regulations and environmental standards."
Graphic Designer,Marketing and Creative,£32000,Manchester,"['Content Management Systems', 'SEO Optimisation', 'Content Creation']",Design visual assets for print and digital media. You must be proficient in design software such as Adobe Photoshop and Illustrator.
Sales Executive,Marketing and Creative,£30000,Sheffield,"['SEO Optimisation', 'Market Research', 'Social Media Marketing']",Must be able to develop and execute sales strategies to meet business objectives.
Biomedical Scientist,Engineering and Science,£29000,Cambridge,"['Engineering Design', 'Simulation Software', 'Regulatory Compliance']",Conduct research and analyse biological samples to support medical and clinical studies.
Human Resources Assistant,Administrative,£26000,Nottingham,"['Training and Development', 'Onboarding', 'Communication']","Support HR functions including recruitment, employee relations, and record-keeping."
Recruitment Consultant,Administrative,£23000,Nottingham,"['Client Management', 'Payroll Management', 'Conflict Resolution']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Product Designer,Marketing and Creative,£27000,Cambridge,"['Google Analytics', 'Analytics', 'SEO Optimisation']","Design and develop new products, from concept to production. You will work on product specifications and testing."
Social Media Manager,Marketing and Creative,£25000,Cambridge,"['Brand Strategy', 'PPC Advertising', 'Analytics']","Manage social media accounts and create content to engage with followers, and also analyse social media metrics and develop strategies for growth."
Business Analyst,Finance and Business,£30000,Newcastle,"['Financial Analysis', 'Excel', 'Market Research']",Identify business needs and develop solutions to enhance processes and operations.
Data Scientist,Technology and Data,£30000,Manchester,"['JavaScript', 'Python Programming', 'Data Visualisation']",Apply statistical analysis and machine learning techniques to interpret data and provide actionable insights. Experience with tools such as Python and R is preferred.
Teacher,Administrative,£31000,Newcastle,"['Compliance Management', 'Payroll Management', 'Recruitment']","Plan and deliver educational lessons to students. You will develop lesson plans, assess student performance, and provide effective feedback."
UI Designer,Technology and Data,£32000,Liverpool,"['Docker', 'Django', 'Data Analysis']","Create user-friendly interfaces and enhance user experience for websites and applications, expertise in design tools like Sketch and Adobe XD is necessaary."
Financial Analyst,Finance and Business,£23000,Bristol,"['Risk Assessment', 'Business Strategy', 'Financial Forecasting']","Analyse financial data and create reports to support business decisions, and then develop financial models and forecasts to assess performance."
IT Support Specialist,Technology and Data,£33000,Bristol,"['Python Programming', 'Docker', 'Data Visualisation']",You will have to provide technical support and troubleshooting for hardware and software issues.
Customer Service Manager,Administrative,£28000,Manchester,"['Training and Development', 'Compliance Management', 'Organisational Skills']",Oversee customer service operations to ensure high customer satisfaction. Manage customer service teams and resolve escalated issues.
Event Coordinator,Marketing and Creative,£26000,London,"['Market Research', 'Brand Strategy', 'Social Media Marketing']","Plan and execute events, ensuring all aspects run smoothly, managing event logistics and budgets."
Nurse,Administrative,£22000,Bristol,"['Compliance Management', 'Conflict Resolution', 'Performance Appraisal Systems']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Pharmaceutical Sales Representative,Engineering and Science,£30000,Manchester,"['Statistical Analysis', 'Technical Writing', 'Research Methodology']",Promote and sell pharmaceutical products to healthcare professionals by providing product information and building relationships with clients.
Management Consultant,Administrative,£32000,Liverpool,"['Conflict Resolution', 'Training and Development', 'Recruitment']",Analyse organisational practices and develop strategies to improve efficiency and effectiveness; then be able to provide recommendations for business improvements.
Sales Executive,Marketing and Creative,£30000,Liverpool,"['Market Research', 'Content Creation', 'Graphic Design']",Must be able to develop and execute sales strategies to meet business objectives.
Customer Service Manager,Administrative,£32000,Liverpool,"['Recruitment', 'Payroll Management', 'Office Management']",Oversee customer service operations to ensure high customer satisfaction. Manage customer service teams and resolve escalated issues.
Civil Engineer,Engineering and Science,£20000,Liverpool,"['Technical Writing', 'Product Development', 'Engineering Design']","Design and oversee construction projects such as roads and bridges, ensuring compliance with safety regulations and environmental standards."
Social Media Manager,Marketing and Creative,£30000,Cambridge,"['Adobe Creative Suite', 'PPC Advertising', 'Digital Marketing']","Manage social media accounts and create content to engage with followers, and also analyse social media metrics and develop strategies for growth."
Corporate Finance Analyst,Finance and Business,£30000,Birmingham,"['Financial Reporting', 'Financial Forecasting', 'Financial Modeling']","Support corporate finance activities including budgeting, forecasting, and financial planning."
Research Scientist,Engineering and Science,£27000,Manchester,"['Technical Writing', 'Project Management Software', 'Statistical Analysis']",Conduct experiments and analyse data to advance scientific knowledge. You must be specialised in areas such as biology or physics.
Logistics Coordinator,Administrative,£31000,Nottingham,"['Performance Appraisal Systems', 'Employee Relations', 'Organisational Skills']",Manage logistics and supply chain operations through coordinating shipments and tracking inventory.
Software Developer,Technology and Data,£24000,Cambridge,"['Big Data Technologies', 'ETL', 'Data Analysis']","Develop and maintain software applications and systems, and write clean code in languages such as Python and JavaScript."
Quantity Surveyor,Engineering and Science,£34000,Birmingham,"['Product Development', 'Research Methodology', 'Mechanical Design']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Mechanical Engineer,Engineering and Science,£27000,Cambridge,"['Product Development', 'Data Analysis', 'Problem Solving']","Design machinery and equipment, and troubleshoot engineering issues."
UI Designer,Technology and Data,£31000,Birmingham,"['Cloud Computing', 'Version Control', 'JavaScript']","Create user-friendly interfaces and enhance user experience for websites and applications, expertise in design tools like Sketch and Adobe XD is necessaary."
Nurse,Administrative,£24000,Newcastle,"['Conflict Resolution', 'Organisational Skills', 'Communication']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Operations Manager,Finance and Business,£30000,Newcastle,"['Financial Reporting', 'Bookkeeping', 'Excel']","Oversee daily operations of the organisation, ensuring efficiency and effectiveness to streamline processes."
Research Scientist,Engineering and Science,£29000,Cambridge,"['Finite Element Analysis', 'Research Methodology', 'Regulatory Compliance']",Conduct experiments and analyse data to advance scientific knowledge. You must be specialised in areas such as biology or physics.
Supply Chain Analyst,Finance and Business,£33000,Manchester,"['Reporting', 'Financial Modeling', 'Market Research']",You will be asked to analyse and optimise supply chain processes to improve efficiency and reduce costs.
Electrical Engineer,Engineering and Science,£27000,Leeds,"['Lab Techniques', 'Regulatory Compliance', 'Technical Writing']",Design and implement electrical systems and components for working on projects involving power generation and electronics.
Human Resources Assistant,Administrative,£33000,Manchester,"['Communication', 'Compliance Management', 'Leadership']","Support HR functions including recruitment, employee relations, and record-keeping."
Event Coordinator,Marketing and Creative,£32000,Sheffield,"['Content Creation', 'Digital Marketing', 'Market Research']","Plan and execute events, ensuring all aspects run smoothly, managing event logistics and budgets."
Corporate Finance Analyst,Finance and Business,£32000,Birmingham,"['Financial Forecasting', 'Market Research', 'Quantitative Analysis']","Support corporate finance activities including budgeting, forecasting, and financial planning."
Business Development Executive,Finance and Business,£25000,London,"['Analytical Skills', 'Reporting', 'Financial Forecasting']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Data Scientist,Technology and Data,£26000,Cambridge,"['Problem Solving', 'Django', 'Data Warehousing']",Apply statistical analysis and machine learning techniques to interpret data and provide actionable insights. Experience with tools such as Python and R is preferred.
Marketing Executive,Marketing and Creative,£21000,Newcastle,"['SEO Optimisation', 'User Research', 'Market Research']","Plan and execute marketing campaigns to promote products and services, through analysing market trends and tracking campaign performance."
Social Media Manager,Marketing and Creative,£30000,Birmingham,"['User Research', 'PPC Advertising', 'Brand Strategy']","Manage social media accounts and create content to engage with followers, and also analyse social media metrics and develop strategies for growth."
Legal Assistant,Administrative,£34000,Leeds,"['Talent Acquisition', 'Recruitment', 'Communication']",Provide administrative support to legal teams and assist with legal research and document preparation
Business Analyst,Finance and Business,£35000,Nottingham,"['Bookkeeping', 'Business Strategy', 'Reporting']",Identify business needs and develop solutions to enhance processes and operations.
Supply Chain Analyst,Finance and Business,£22000,London,"['Regulatory Compliance', 'Budgeting', 'Quantitative Analysis']",You will be asked to analyse and optimise supply chain processes to improve efficiency and reduce costs.
Quantity Surveyor,Engineering and Science,£31000,Cambridge,"['Statistical Analysis', 'Simulation Software', 'Prototyping']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Engineering Graduate,Engineering and Science,£34000,Nottingham,"['Statistical Analysis', 'Product Development', 'Regulatory Compliance']",Assist in engineering projects and gain hands-on experience by supporting senior engineers in design and testing.
Business Development Executive,Finance and Business,£31000,Cambridge,"['Financial Reporting', 'Project Management', 'Bookkeeping']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Teacher,Administrative,£34000,Birmingham,"['Training and Development', 'Talent Acquisition', 'Communication']","Plan and deliver educational lessons to students. You will develop lesson plans, assess student performance, and provide effective feedback."
Operations Manager,Finance and Business,£23000,Nottingham,"['Financial Forecasting', 'Analytical Skills', 'Business Strategy']","Oversee daily operations of the organisation, ensuring efficiency and effectiveness to streamline processes."
Civil Engineer,Engineering and Science,£28000,Leeds,"['Finite Element Analysis', 'Project Management Software', 'Mechanical Design']","Design and oversee construction projects such as roads and bridges, ensuring compliance with safety regulations and environmental standards."
Systems Analyst,Technology and Data,£21000,Liverpool,"['Django', 'JavaScript', 'Data Warehousing']",Evaluate and improve computer systems to enhance efficiency.
Legal Assistant,Administrative,£26000,Leeds,"['Onboarding', 'Compliance Management', 'Leadership']",Provide administrative support to legal teams and assist with legal research and document preparation
Data Scientist,Technology and Data,£33000,Birmingham,"['ETL', 'Django', 'Data Warehousing']",Apply statistical analysis and machine learning techniques to interpret data and provide actionable insights. Experience with tools such as Python and R is preferred.
Recruitment Consultant,Administrative,£26000,Liverpool,"['HR Information Systems', 'Employee Relations', 'Onboarding']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Graphic Designer,Marketing and Creative,£33000,Sheffield,"['Content Management Systems', 'Analytics', 'Social Media Marketing']",Design visual assets for print and digital media. You must be proficient in design software such as Adobe Photoshop and Illustrator.
Business Development Executive,Finance and Business,£23000,Nottingham,"['Financial Modeling', 'Quantitative Analysis', 'Financial Reporting']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Quantity Surveyor,Engineering and Science,£22000,Leeds,"['Technical Writing', 'Problem Solving', 'Regulatory Compliance']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Public Relations Officer,Marketing and Creative,£28000,Liverpool,"['Content Creation', 'SEO Optimisation', 'Analytics']",Manage public relations activities to promote and protect the organisation's image with varying strategies.
Health and Safety Advisor,Engineering and Science,£29000,London,"['Regulatory Compliance', 'Product Development', 'CAD Software']",Develop and implement health and safety policies; conducting risk assessments and ensuring compliance with safety regulations.
Insurance Underwriter,Administrative,£32000,Bristol,"['Office Management', 'Employee Relations', 'Performance Appraisal Systems']",Evaluate insurance applications and determine coverage terms. Assess risk factors and decide on policy approval and pricing.
Supply Chain Analyst,Finance and Business,£29000,Birmingham,"['Financial Modeling', 'Analytical Skills', 'Business Strategy']",You will be asked to analyse and optimise supply chain processes to improve efficiency and reduce costs.
Customer Service Manager,Administrative,£26000,Manchester,"['HR Information Systems', 'Leadership', 'Payroll Management']",Oversee customer service operations to ensure high customer satisfaction. Manage customer service teams and resolve escalated issues.
Biomedical Scientist,Engineering and Science,£21000,Manchester,"['Data Analysis', 'Technical Writing', 'Mechanical Design']",Conduct research and analyse biological samples to support medical and clinical studies.
Product Designer,Marketing and Creative,£30000,Manchester,"['Content Management Systems', 'PPC Advertising', 'Market Research']","Design and develop new products, from concept to production. You will work on product specifications and testing."
Research Scientist,Engineering and Science,£30000,London,"['Prototyping', 'Project Management Software', 'Engineering Design']",Conduct experiments and analyse data to advance scientific knowledge. You must be specialised in areas such as biology or physics.
Recruitment Consultant,Administrative,£24000,Liverpool,"['Office Management', 'Organisational Skills', 'HR Information Systems']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Civil Engineer,Engineering and Science,£33000,Birmingham,"['Finite Element Analysis', 'Data Analysis', 'Statistical Analysis']","Design and oversee construction projects such as roads and bridges, ensuring compliance with safety regulations and environmental standards."
Supply Chain Analyst,Finance and Business,£20000,Sheffield,"['Excel', 'Regulatory Compliance', 'Budgeting']",You will be asked to analyse and optimise supply chain processes to improve efficiency and reduce costs.
Operations Manager,Finance and Business,£30000,London,"['Excel', 'Project Management', 'Risk Assessment']","Oversee daily operations of the organisation, ensuring efficiency and effectiveness to streamline processes."
Data Scientist,Technology and Data,£26000,Nottingham,"['Data Analysis', 'APIs', 'JavaScript']",Apply statistical analysis and machine learning techniques to interpret data and provide actionable insights. Experience with tools such as Python and R is preferred.
Electrical Engineer,Engineering and Science,£34000,Birmingham,"['Research Methodology', 'Regulatory Compliance', 'Project Management Software']",Design and implement electrical systems and components for working on projects involving power generation and electronics.
Mechanical Engineer,Engineering and Science,£28000,Manchester,"['Product Development', 'CAD Software', 'Problem Solving']","Design machinery and equipment, and troubleshoot engineering issues."
Health and Safety Advisor,Engineering and Science,£24000,Newcastle,"['Statistical Analysis', 'CAD Software', 'Problem Solving']",Develop and implement health and safety policies; conducting risk assessments and ensuring compliance with safety regulations.
Electrical Engineer,Engineering and Science,£33000,Sheffield,"['Technical Writing', 'CAD Software', 'Engineering Design']",Design and implement electrical systems and components for working on projects involving power generation and electronics.
Systems Analyst,Technology and Data,£27000,Birmingham,"['SQL', 'ETL', 'Big Data Technologies']",Evaluate and improve computer systems to enhance efficiency.
Research Scientist,Engineering and Science,£35000,Birmingham,"['Regulatory Compliance', 'Lab Techniques', 'Data Analysis']",Conduct experiments and analyse data to advance scientific knowledge. You must be specialised in areas such as biology or physics.
Technical Support Engineer,Technology and Data,£30000,Manchester,"['SQL', 'Version Control', 'JavaScript']","You should be able to diagnose and resolve technical issues, providing support to clients and customers."
Graphic Designer,Marketing and Creative,£25000,Leeds,"['User Research', 'Google Analytics', 'Campaign Management']",Design visual assets for print and digital media. You must be proficient in design software such as Adobe Photoshop and Illustrator.
Social Media Manager,Marketing and Creative,£28000,Nottingham,"['Graphic Design', 'Content Management Systems', 'Brand Strategy']","Manage social media accounts and create content to engage with followers, and also analyse social media metrics and develop strategies for growth."
Human Resources Assistant,Administrative,£34000,Birmingham,"['Payroll Management', 'Client Management', 'Leadership']","Support HR functions including recruitment, employee relations, and record-keeping."
Sales Executive,Marketing and Creative,£26000,Birmingham,"['User Research', 'Social Media Marketing', 'Brand Strategy']",Must be able to develop and execute sales strategies to meet business objectives.
Management Consultant,Administrative,£31000,Liverpool,"['Talent Acquisition', 'HR Information Systems', 'Leadership']",Analyse organisational practices and develop strategies to improve efficiency and effectiveness; then be able to provide recommendations for business improvements.
Product Designer,Marketing and Creative,£22000,Manchester,"['Analytics', 'Digital Marketing', 'Social Media Marketing']","Design and develop new products, from concept to production. You will work on product specifications and testing."
Risk Analyst,Finance and Business,£29000,Leeds,"['Quantitative Analysis', 'Risk Assessment', 'Financial Reporting']",You must be able to identify and assess potential risks to the organisation.
Customer Service Manager,Administrative,£26000,Newcastle,"['Employee Relations', 'Training and Development', 'Communication']",Oversee customer service operations to ensure high customer satisfaction. Manage customer service teams and resolve escalated issues.
Health and Safety Advisor,Engineering and Science,£25000,Liverpool,"['Product Development', 'Finite Element Analysis', 'Problem Solving']",Develop and implement health and safety policies; conducting risk assessments and ensuring compliance with safety regulations.
Pharmaceutical Sales Representative,Engineering and Science,£24000,Birmingham,"['Simulation Software', 'CAD Software', 'Statistical Analysis']",Promote and sell pharmaceutical products to healthcare professionals by providing product information and building relationships with clients.
Pharmaceutical Sales Representative,Engineering and Science,£33000,Nottingham,"['CAD Software', 'Product Development', 'Research Methodology']",Promote and sell pharmaceutical products to healthcare professionals by providing product information and building relationships with clients.
Public Relations Officer,Marketing and Creative,£27000,Liverpool,"['Adobe Creative Suite', 'Digital Marketing', 'PPC Advertising']",Manage public relations activities to promote and protect the organisation's image with varying strategies.
Supply Chain Analyst,Finance and Business,£28000,Cambridge,"['Project Management', 'Financial Analysis', 'Reporting']",You will be asked to analyse and optimise supply chain processes to improve efficiency and reduce costs.
Electrical Engineer,Engineering and Science,£25000,Leeds,"['Finite Element Analysis', 'Mechanical Design', 'Problem Solving']",Design and implement electrical systems and components for working on projects involving power generation and electronics.
Nurse,Administrative,£31000,Bristol,"['Employee Relations', 'Talent Acquisition', 'HR Information Systems']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
UI Designer,Technology and Data,£34000,Leeds,"['Data Warehousing', 'Django', 'ETL']","Create user-friendly interfaces and enhance user experience for websites and applications, expertise in design tools like Sketch and Adobe XD is necessaary."
Engineering Graduate,Engineering and Science,£27000,Cambridge,"['Data Analysis', 'Lab Techniques', 'Research Methodology']",Assist in engineering projects and gain hands-on experience by supporting senior engineers in design and testing.
Sales Executive,Marketing and Creative,£23000,Bristol,"['Social Media Marketing', 'Analytics', 'Adobe Creative Suite']",Must be able to develop and execute sales strategies to meet business objectives.
UI Designer,Technology and Data,£21000,Liverpool,"['Django', 'SQL', 'Cloud Computing']","Create user-friendly interfaces and enhance user experience for websites and applications, expertise in design tools like Sketch and Adobe XD is necessaary."
Audit Associate,Finance and Business,£22000,Cambridge,"['Project Management', 'Business Strategy', 'Financial Modeling']",Perform internal audits to ensure compliance with regulations and standards. You will also be able to review financial records and assess internal controls.
Teacher,Administrative,£28000,Sheffield,"['Office Management', 'Payroll Management', 'Communication']","Plan and deliver educational lessons to students. You will develop lesson plans, assess student performance, and provide effective feedback."
Quantity Surveyor,Engineering and Science,£25000,Birmingham,"['Problem Solving', 'Simulation Software', 'Statistical Analysis']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Biomedical Scientist,Engineering and Science,£24000,Birmingham,"['Prototyping', 'Lab Techniques', 'Simulation Software']",Conduct research and analyse biological samples to support medical and clinical studies.
Management Consultant,Administrative,£28000,Sheffield,"['HR Information Systems', 'Compliance Management', 'Office Management']",Analyse organisational practices and develop strategies to improve efficiency and effectiveness; then be able to provide recommendations for business improvements.
Engineering Graduate,Engineering and Science,£23000,Cambridge,"['Mechanical Design', 'Data Analysis', 'Technical Writing']",Assist in engineering projects and gain hands-on experience by supporting senior engineers in design and testing.
Investment Banking Analyst,Finance and Business,£26000,Liverpool,"['Project Management', 'Analytical Skills', 'Budgeting']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Data Scientist,Technology and Data,£21000,Newcastle,"['Cloud Computing', 'SQL', 'APIs']",Apply statistical analysis and machine learning techniques to interpret data and provide actionable insights. Experience with tools such as Python and R is preferred.
Data Scientist,Technology and Data,£24000,Cambridge,"['JavaScript', 'Cloud Computing', 'Data Warehousing']",Apply statistical analysis and machine learning techniques to interpret data and provide actionable insights. Experience with tools such as Python and R is preferred.
UI Designer,Technology and Data,£30000,Cambridge,"['Problem Solving', 'APIs', 'ETL']","Create user-friendly interfaces and enhance user experience for websites and applications, expertise in design tools like Sketch and Adobe XD is necessaary."
Technical Support Engineer,Technology and Data,£30000,Bristol,"['Python Programming', 'Data Analysis', 'Django']","You should be able to diagnose and resolve technical issues, providing support to clients and customers."
Data Analyst,Technology and Data,£22000,Bristol,"['Machine Learning', 'ETL', 'Docker']","Analyse and interpret complex data sets to help organisations make informed decisions, utilising tools like SQL and other data sorting software."
Research Scientist,Engineering and Science,£27000,Bristol,"['Mechanical Design', 'Finite Element Analysis', 'Statistical Analysis']",Conduct experiments and analyse data to advance scientific knowledge. You must be specialised in areas such as biology or physics.
Quantity Surveyor,Engineering and Science,£29000,Bristol,"['Finite Element Analysis', 'Technical Writing', 'Data Analysis']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Management Consultant,Administrative,£25000,Cambridge,"['Client Management', 'Recruitment', 'Performance Appraisal Systems']",Analyse organisational practices and develop strategies to improve efficiency and effectiveness; then be able to provide recommendations for business improvements.
UI Designer,Technology and Data,£20000,London,"['ETL', 'Machine Learning', 'Django']","Create user-friendly interfaces and enhance user experience for websites and applications, expertise in design tools like Sketch and Adobe XD is necessaary."
Digital Marketing Specialist,Marketing and Creative,£27000,Newcastle,"['Analytics', 'Google Analytics', 'Email Marketing']","Implement digital marketing strategies, including SEO, PPC, and social media."
Logistics Coordinator,Administrative,£29000,Birmingham,"['Employee Relations', 'Onboarding', 'Organisational Skills']",Manage logistics and supply chain operations through coordinating shipments and tracking inventory.
Mechanical Engineer,Engineering and Science,£24000,Leeds,"['Product Development', 'Finite Element Analysis', 'Regulatory Compliance']","Design machinery and equipment, and troubleshoot engineering issues."
Event Coordinator,Marketing and Creative,£23000,London,"['PPC Advertising', 'Google Analytics', 'Adobe Creative Suite']","Plan and execute events, ensuring all aspects run smoothly, managing event logistics and budgets."
Data Scientist,Technology and Data,£30000,Cambridge,"['Problem Solving', 'Big Data Technologies', 'APIs']",Apply statistical analysis and machine learning techniques to interpret data and provide actionable insights. Experience with tools such as Python and R is preferred.
Logistics Coordinator,Administrative,£27000,London,"['Performance Appraisal Systems', 'Talent Acquisition', 'Payroll Management']",Manage logistics and supply chain operations through coordinating shipments and tracking inventory.
Quantity Surveyor,Engineering and Science,£33000,Liverpool,"['Statistical Analysis', 'Finite Element Analysis', 'Research Methodology']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Data Scientist,Technology and Data,£21000,Sheffield,"['Python Programming', 'Problem Solving', 'Docker']",Apply statistical analysis and machine learning techniques to interpret data and provide actionable insights. Experience with tools such as Python and R is preferred.
Logistics Coordinator,Administrative,£26000,Manchester,"['Performance Appraisal Systems', 'Recruitment', 'Payroll Management']",Manage logistics and supply chain operations through coordinating shipments and tracking inventory.
Investment Banking Analyst,Finance and Business,£30000,Birmingham,"['Reporting', 'Quantitative Analysis', 'Excel']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Legal Assistant,Administrative,£33000,London,"['Onboarding', 'Performance Appraisal Systems', 'Communication']",Provide administrative support to legal teams and assist with legal research and document preparation
Software Developer,Technology and Data,£24000,Cambridge,"['Docker', 'Version Control', 'Cloud Computing']","Develop and maintain software applications and systems, and write clean code in languages such as Python and JavaScript."
Data Scientist,Technology and Data,£26000,Manchester,"['ETL', 'SQL', 'Big Data Technologies']",Apply statistical analysis and machine learning techniques to interpret data and provide actionable insights. Experience with tools such as Python and R is preferred.
Technical Support Engineer,Technology and Data,£22000,Liverpool,"['Data Warehousing', 'ETL', 'Python Programming']","You should be able to diagnose and resolve technical issues, providing support to clients and customers."
Biomedical Scientist,Engineering and Science,£29000,Leeds,"['CAD Software', 'Project Management Software', 'Technical Writing']",Conduct research and analyse biological samples to support medical and clinical studies.
Social Media Manager,Marketing and Creative,£31000,Nottingham,"['Brand Strategy', 'Analytics', 'Graphic Design']","Manage social media accounts and create content to engage with followers, and also analyse social media metrics and develop strategies for growth."
Digital Marketing Specialist,Marketing and Creative,£34000,Liverpool,"['Google Analytics', 'Content Management Systems', 'User Research']","Implement digital marketing strategies, including SEO, PPC, and social media."
Product Designer,Marketing and Creative,£25000,Birmingham,"['Market Research', 'Campaign Management', 'Social Media Marketing']","Design and develop new products, from concept to production. You will work on product specifications and testing."
Electrical Engineer,Engineering and Science,£33000,Leeds,"['Mechanical Design', 'Product Development', 'Simulation Software']",Design and implement electrical systems and components for working on projects involving power generation and electronics.
Financial Analyst,Finance and Business,£29000,Leeds,"['Market Research', 'Excel', 'Financial Analysis']","Analyse financial data and create reports to support business decisions, and then develop financial models and forecasts to assess performance."
Mechanical Engineer,Engineering and Science,£35000,Liverpool,"['Research Methodology', 'Lab Techniques', 'Simulation Software']","Design machinery and equipment, and troubleshoot engineering issues."
Engineering Graduate,Engineering and Science,£28000,Newcastle,"['Mechanical Design', 'Simulation Software', 'Regulatory Compliance']",Assist in engineering projects and gain hands-on experience by supporting senior engineers in design and testing.
Systems Analyst,Technology and Data,£28000,Nottingham,"['Data Analysis', 'Machine Learning', 'ETL']",Evaluate and improve computer systems to enhance efficiency.
Content Writer,Marketing and Creative,£25000,Sheffield,"['Digital Marketing', 'Graphic Design', 'Brand Strategy']","Create engaging written content for various platforms, including blogs, websites, and various social media platforms."
Data Analyst,Technology and Data,£28000,Nottingham,"['Data Visualisation', 'APIs', 'Cloud Computing']","Analyse and interpret complex data sets to help organisations make informed decisions, utilising tools like SQL and other data sorting software."
Graphic Designer,Marketing and Creative,£24000,Sheffield,"['Google Analytics', 'SEO Optimisation', 'Market Research']",Design visual assets for print and digital media. You must be proficient in design software such as Adobe Photoshop and Illustrator.
